行ID,文書ID,文書内ID,anotation1,anotation2,文,サービス,立地,部屋,設備・アメニティー,風呂,食事,その他
262,48,5,k,k,この看板が掲げられていると、レストランに入るのを躊躇します。,,,,,,1,
263,48,6,y,y,“準備中”の看板は、９時３０分以降に掲げてください。,,,,,,,1
,,,,,,,,,,,,
264,49,1,k,k,アパホテルなのに大浴場がないのは残念でした。,,,,,1,,
265,49,2,pk,k,立地の良さが値段に反映されているのか、同じ値段で大浴場なしならもっと広い部屋でもいいのではないかと・・割高感が否めませんでした。,,,,,1,,
,,,,,,,,,,,,
266,50,1,k,k,外国人の利用者さんが多かったのですが、脱衣場にスリッパのまま入室し、洋服をきたまま浴室に入ってきてビックリしました。,,,,,1,,
267,50,2,k,k,特に入り口には脱ぐように看板等は出ておらずわからないのかもしれませんが共有部分なので気分が悪かったです。,,,,,1,,
268,50,3,k,k,またトイレも流されてなくて不快でした。,,,,1,,,
269,50,4,y,y,マナーを守るように掲示いただきたいです。,,,,,,,1
270,50,5,k,k,あと、お風呂は大きいのはいいのですが、浴槽にゴミや髪の毛が浮いていたりカルキ臭かったです。,,,,,1,,
271,50,6,k,k,あと夜間は温くて風邪を引きそうになりました。（外気も入ってくるし）,,,1,1,,,
272,50,7,k,k,朝食もあまりに貧疎でこの値段だったら外でモーニングを食べたほうがよかったです。,,,,,,1,
273,50,8,pk,k,大通りに面していて駅からも直結なので便利なのですが次回利用するかは微妙かも。,,,,,,,1
,,,,,,,,,,,,
274,51,1,py,e,ほとんど良かったですけど、ホテルの案内などもう少し分かりやすい小冊子があれば良かったです…後、部屋にテッシュがほしかったです。,,,1,1,,,
,,,,,,,,,,,,
275,52,1,p,p,駐車場について荷物を持って歩いていると出勤してきたと思われる女性が「荷物を持ちますよ」と声をかけてくださり、荷物を持っていただけました。,1,,,,,,
276,52,2,p,p,荷物が多く、小さな子どもを２人連れていただけに助かりました。,1,,,,,,
277,52,3,p,p,通された部屋からは猪苗代湖が一望でき、抜群の眺め。,,1,,,,,
278,52,4,Z,p,娘も窓際に椅子を置いて上り、何度も外を眺めていました。,,,,,,,1
279,52,5,kp,e,料理もとてもおいしかったのですが、御造りを出し忘れられたのがちょっと残念でした。,,,,,,1,
280,52,6,e,e,聞いてみたら丁寧に謝っていただき、すぐに出していただけたので特に問題なしです。,,,,,,1,
,,,,,,,,,,,,
281,53,1,p,p,ＴＶも地デジで空気清浄器もあり非常に快適に過ごせました。,,,,1,,,
282,53,2,p,p,朝食の十分です。,,,,,,1,
283,53,3,k,k,一点気になるのはリンスインシャンプーとあるのですが髪の毛が乾くとごわごわした感じがありました。,,,,1,,,
284,53,4,p,p,部屋もきれいで機会があればまた利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
285,54,1,Z,Z,シングルに宿泊しました。,,,,,,,1
286,54,2,k,k,21平米とありましたがあまり広いとは感じなかったです。,,,1,,,,
287,54,3,k,k,ビジネスホテルってかんじで他のＪＡＬホテルと比べると部屋もサービスもＣランクです。,,,1,,,,
288,54,4,p,p,お風呂が足が伸ばせる広さでよかった。,,,,,1,,
289,54,5,yke,e,ただ空気清浄機は常備なのですがＪＡＬホテルグループならばスチーマーぐらい常備してあっても良いのでは最後にベッドと布団はかなりいい感じでした。ということでＪＡＬホテルだからと，期待しないで普通のビジネスホテルと思って予約したほうが賢明です。,,,,1,,,
,,,,,,,,,,,,
290,55,1,k,k,朝食後、珈琲を頂いたのだがラウンジがタバコ臭くて辟易した。,,,,,,1,
291,55,2,k,k,禁煙フロアーだったのだが、廊下がタバコ臭かった。,,,1,,,,
,,,,,,,,,,,,
292,56,1,k,k,夕食が不満。,,,,,,1,
293,56,2,k,k,暖かいはずの料理が冷たいし、それに対しての対応の悪さ。,,,,,,1,
,,,,,,,,,,,,
294,57,1,e,e,このお値段なら仕方ないのかな～っていう感じです。,,,,,,,1
295,57,2,e,e,女友達２人で行きましたが、寝て帰るには十分です。,,,,,,,1
296,57,3,k,k,ただ朝食が9時までで、8時30分に行ったら食べるものがほとんどなくてコーヒーすら飲めませんでした。,,,,,,1,
297,57,4,Z,e,追加のないシステムなので、早めに行くことをお勧めします。,,,,,,,1
,,,,,,,,,,,,
298,58,1,k,k,少し設定料金があがったようですが？,,,,,,,1
,,,,,,,,,,,,
299,59,1,k,k,2人分で5900円は安いと思ったら、ベッドは1つだけでした。,,,1,,,,
300,59,2,k,k,結局、もう一部屋取り直しました。なんか、騙された感じです。,,,,,,,1
301,59,3,k,k,フロントの人の態度も良くなかった。,1,,,,,,
,,,,,,,,,,,,
302,60,1,p,Z,長崎に宿泊するさいには、ホテル選びには苦労するのデスガ、納得の行くホテルではありました。,,,,,,,1
303,60,2,ky,k,金額的に長崎では、少々割高なのでベルマン及びコンシェルジェにもう少し磨きがかかると良いかな？,,1,,,,,
304,60,3,p,p,ナイトマネージャーの機敏な対応は納得致しました。,1,,,,,,
,,,,,,,,,,,,
305,61,1,p,p,フロントのアロマの香りはなかなか気持ちよいです。,1,,,,,,
306,61,2,p,p,ベットの寝心地もいつもながらよいです。,,,1,1,,,
307,61,3,y,y,洗顔料とか化粧水とか使いきりの少量のものでよいのであると有り難いのですが。,,,,1,,,
,,,,,,,,,,,,
308,62,1,p,p,オープンしたばかりということで、綺麗さに関してはもちろん文句なしです。,,1,,,,,
309,62,2,p,p,バス・トイレもユニットですが、広めで良かったです。,,,,,1,,
310,62,3,y,y,ただバスタブの幅がもう少し広いとゆったりできていいですね。,,,,,1,,
311,62,4,p,p,女性として一番嬉しかったのは、スタンドミラーが置いてあったこと。,,,,1,,,
312,62,5,Z,Z,姿見・浴室の鏡は通常設置されていても、デスクにはなく、イスに座っていつもどおりにメイク（＋ヘア）をしたいのに鏡がないので、いつもホテルに宿泊する際は折りたたみの鏡を持ち歩いています。,,,,1,,,
313,62,6,kp,o,鏡があっても部屋が暗いとメイクしづらいのですが、更に電気スタンドがあったので、いつもどおりイスに座りメイク（＋ヘア）することができました。,,,,1,,,
314,62,7,p,p,とっても良かったです。,,,,,,,1
315,62,8,p,p,早朝の出発だったのですが、朝食が６時から可能だったので、とっても助かりました。,,,,,,1,
316,62,9,p,Z,また機会がありましたら、ぜひ利用したいと思います。,,,,,,,1
,,,,,,,,,,,,
317,63,1,p,p,特に何の問題なく快適に過ごせました。,,,,,,,1
318,63,2,k,k,気になる点は?,,,,,,,1
319,63,3,k,k,この部屋は木が邪魔できれいな海がいまいちでした。?,,1,,,,,
320,63,4,y,y,冷蔵庫欲しいです。?,,,,1,,,
321,63,5,k,k,食堂のスピーカーの線が壁にのたうち回って見苦しいです。?,,,,,1,,
322,63,6,k,k,個人の意見ですいませんが夕飯の鰹はだめです。,,,,,1,,
323,63,7,k,k,鰹は能登に合わないし好き嫌いの人が多いと思う。,,,,,1,,
324,63,8,y,y,サザエ、つぶ貝等の方がよかった。,,,,,1,,
325,63,9,Z,Z,文句言ってすいません。,,,,,,1,
,,,,,,,,,,,,
326,64,1,k,k,従業員：温泉に行き、間違えた事を告げられ、遠い部屋とを無駄に往復させられた。（入浴チケットが必要と言われたが、チェックアウト後の入浴時に必要な物だった）,1,,,,,,
327,64,2,k,k,朝食の場所を電話で確認したが、的確な表現でない為、何度も聞き直しが必要だった設備：特に清掃の手抜き（気づかないの？）が目立った。,,,,,,1,
328,64,3,k,k,例えば、フロント脇のガラスケース上＆中の埃、シャンデリアなど天井から吊るされた物にこびり付いた埃,,,,1,,,
,,,,,,,,,,,,
329,65,1,Z,Z,何度も利用させて頂いてますが、今回は会社の後輩２人と宿泊させて頂きました。,,,,,,,1
330,65,2,p,p,いつもはツインの部屋でしたが、今回はトリプルだったので、お部屋が広くて、とっても快適に過ごせました！,,,1,1,,,
331,65,3,p,p,お風呂も広くて、アメニティーも充実していて、後輩達は大喜びでした！！,,,,1,1,,
332,65,4,kp,e,ただ、以前から思っていたのですが、お部屋のスリッパが少し古めかしく、ほつれがあり、履くのがちょっとためらわれます…でも、駅から近いし、後輩達とまた利用させて頂きたいと思います。,,,,1,,,
333,65,5,Z,Z,有難うございましたm（__）m,,,,,,,1
,,,,,,,,,,,,
334,66,1,p,p,シングルの申込でしたがダブルへ案内して戴き有難うございました。,,,,,,,1
335,66,2,p,p,場所も部屋の設備も申し分なく、朝食や新聞のサービスも嬉しいですね。,,1,1,,1,1,
336,66,3,y,y,欲を言えば金庫とズボンプレッサーは全室に欲しいですね。,,,,1,,,
,,,,,,,,,,,,
337,67,1,Z,Z,二度目の宿泊です。,,,,,,,1
338,67,2,p,p,部屋は広くてきれいで、大浴場もとても良いです。,,1,,,1,,
339,67,3,k,k,ただただ残念なのは他の方の書き込みにもあったようにテレビが貧相なのことと、大浴場での学生さんたちの行動です。,,,,1,1,,
340,67,4,pk,e,解決は難しいかもしれませんが、分かって宿泊すれば非常に良いホテルです。,,,,,,,1
,,,,,,,,,,,,
341,68,1,pk,k,スタッフの方々の対応は素晴らしく気持ちよかったのですが、部屋の換気扇のフィルターの掃除をあまりしてない様で詰まり気味な為に効きが悪かった。,,,,1,,,
342,68,2,k,k,あと、お風呂の栓が劣化しているせいか、お湯が漏れて少なくなっていくのが判った…,,,,,1,,
,,,,,,,,,,,,
343,69,1,p,p,到着時と、ｏｕｔ時のフロントの対応は親切で良かったのですが。,1,,,,,,
344,69,2,k,k,夕食での、料理内容には値段の割には（他の温泉地と比較するとパストールは高い方です）失望しました。,,,,,,1,
345,69,3,k,k,飛騨牛ステーキでしたが出されてメーンの肉には、脂身が半分くらい占めていて私の年齢では。,,,,,,1,
346,69,4,k,k,とても、食べれるステーキではなく。,,,,,,1,
347,69,5,k,k,サラダバーでの種類も少なく。,,,,,,1,
348,69,6,k,k,付帯のドレシングも１週類と言う、お粗末さで。,,,,,,1,
349,69,7,k,k,ワインも、二種類しかなくチョイスができなかったです。,,,,,,1,
350,69,8,k,k,サラダバーにしても、ソフトドリンクでも種類が少ない。,,,,,,1,
351,69,9,k,k,これでは、ファミレスより悪いなあ・・なんて、同宿した友達とも言ったものです。,,,,,,1,
352,69,10,Z,Z,三ヶ月まえからの、予約申し込みをして楽しみに、行ったのですが。,,,,,,,1
353,69,11,k,k,残念ながら、失望しました。,,,,,,,1
354,69,12,e,e,ちなみに、朝食ではどこのホテルでも出されてる、和洋料理バイキングだったので可も、不可もない内容でした。,,,,,,1,
355,69,13,p,p,ただ、救われたのはフロントの対応の良さと温泉は、気に入れました。,,,,,1,,
,,,,,,,,,,,,
356,70,1,p,p,朝食バイキングはありがたかったです。,,,,,,1,
357,70,2,ke,k,部屋はエレベーターのすぐそばを割り当てられ、また壁紙が少しはがれかかったりしていましたが、まぁ出張ですので過不足はありませんでした。,,,1,,,,
358,70,3,Z,Z,同僚がホテルのインターネット申し込みで予約をしていたのですが、楽天より200円安く、かつミネラルウォーターサービスとなっていました。,1,,,,,,
359,70,4,Z,Z,価格重視の方は、要チェックです。,,,,,,,1
,,,,,,,,,,,,
360,71,1,Z,Z,年末に家族で利用しました。,,,,,,,1
