上品,たたずまい
居室,トイレ
トイレ,フロア
フロア,天井
天井,高い
高い,明るい
明るい,清潔感
バリアフリー,車椅子
車椅子,移動
移動,やすい
やすい,リハビリ
リハビリ,専門
専門,職員
職員,利用者
利用者,リハビリ
訓練,専門
専門,リハビリ
リハビリ,職員
春,外
外,桜
桜,お花見
お花見,移動
高い,利用者
利用者,職員
職員,人数
人数,確保
確保,他
他,季節
行事,外
高い,参加
参加,行事
ダンス,体操
体操,歌
歌,フロア
フロア,職員
職員,詳しい
詳しい,介護保険
きれい,丁寧
丁寧,美味しい
医師,利用者
管理,必要
必要,最適
最適,治療
治療,常食
常食,見た目
常食,治療
印象派,なかった
明るい,利用者
利用者,アットホーム
アットホーム,雰囲気
雰囲気,会話
ケアマネ,常駐
常駐,不安
不安,問い合わせ
問い合わせ,利用者
高い,認知
隣,グループ
グループ,病院
病院,体調
体調,悪い
悪い,病院
病院,受診
受診,職員
職員,人数
人数,十分
十分,夜勤
夜勤,看護師
看護師,常駐
常駐,医療
必要,利用者
胃瘻,認知
可能,メイン
メイン,道路
場所,メイン
メイン,道路
最寄駅,徒歩圏内
徒歩圏内,車
車,駐車場
駐車場,広い
周辺,コンビニ
コンビニ,スーパー
スーパー,場所
場所,自動車
自動車,関係
関係,会社
会社,道路
道路,交通量
交通量,おおい
おおい,安全
待機,人数
設備,新しい
新しい,完備
完備,職員
職員,親切
親切,訪問
訪問,交通
交通,便
十分,広い
広い,プライバシー
プライバシー,心配
誕生,開催
開催,楽しい
楽しい,様子
様子,定期的
外出,付き添い
付き添い,方
方,大変
大変,外
外,本人
本人,気分転換
年金,区立
安い,介護施設
味,悪い
悪い,量
記憶,なかった
なかった,一緒
一緒,口
口,感心
明るい,親切
親切,悪い
悪い,印象派
印象派,なかった
なかった,来訪
来訪,親切
親切,丁寧
丁寧,状況
状況,説明
説明,医療
心配,なかった
なかった,看護師
看護師,常駐
病院,搬送
搬送,港区
港区,病院
心配,場所
場所,交通
交通,便
不便,なかった
なかった,都心
周囲,環境
環境,気
気,建物
建物,駐車場
駐車場,確保
確保,見舞い
見舞い,不便
不便,なかった
なかった,区立
区立,内容
内容,設備
設備,充実
居室,清潔感
場所,寝室
寝室,スペース
スペース,十分
十分,広い
広い,共有
共有,スペース
スペース,綺麗
綺麗,清潔感
見学,面談
面談,建物
大会,誕生日
祭り,開催
老人ホーム,比較
安い,他
安い,金額
金額,外観
外観,高級
高級,マンション
マンション,印象
清潔感,大変
大変,いい
親身,我が家
相談,JR
品川駅,徒歩
徒歩,大変
大変,駅
駅,バス
車,面会
面会,不便
不便,場所
見た目,マンション
エントランス,居室
居室,廊下
廊下,清掃
清掃,感想
綺麗,快適
快適,知人
知人,居室
居室,拝見
拝見,清潔感
清潔感,空間
空間,イメージ
一室,雰囲気
雰囲気,四季
クリスマス,心配
入院,冷たい
冷たい,料理
温かい,年寄り
年寄り,和食
和食,中心
中心,メニュー
メニュー,提供
提供,魅力
魅力,寒い
寒い,冬
季節感,生活
生活,知人
知人,好評
好評,訪問
すごい,丁寧
あと,丁寧
説明,知人
知人,生活
生活,様子
様子,知人
知人,職員
信頼,居室
居室,共有
共有,スペース
スペース,快適
区立,特別養護老人ホーム
自体,明るい
明るい,雰囲気
雰囲気,快適
玄関,廊下
廊下,食堂
食堂,トイレ
トイレ,共用
共用,スペース
スペース,玄関
玄関,廊下
廊下,食堂
食堂,トイレ
トイレ,共用
共用,スペース
スペース,清潔
清潔,やすい
やすい,段差
段差,手すり
手すり,設置
設置,ドア
ドア,幅
幅,バリアフリー
バリアフリー,状態
いろいろ,面
面,配慮
味,美味しい
メニュー,豊富
豊富,栄養
栄養,バランス
バランス,健康的
健康的,程よい
程よい,体
体,運動
運動,ストレッチ
ストレッチ,体
明確,やすい
やすい,高い
高い,安い
安い,満足
満足,薄味
和食,中心
中心,栄養
栄養,バランス
バランス,満足
表情,やさしい
やさしい,挨拶
挨拶,品
夜間,医者
便利,駅
駅,近い
近い,訪問
訪問,やすい
やすい,大きい
大きい,道路
道路,車
車,やすい
やすい,建物
建物,上
入り口,別
館内,静か
静か,雰囲気
雰囲気,建物
建物,自体
比較,廊下
廊下,居室
居室,広い
居室,設備
設備,シンプル
シンプル,ベッド
ベッド,頭
お見舞い,写真
写真,スペース
スペース,ベッド
ベッド,周り
入り口,名前
名前,人数
人数,記載
記載,各階
各階,ケア
季節,さまざま
寝たきり,祖母
祖母,体調
お花見,レ
レ,Creation
Creation,参加
参加,様子
祖母,姿
姿,楽しみ
楽しみ,写真
写真,祖母
表情,素敵
料金,事前
事前,確認
確認,詳しい
詳しい,説明
説明,建物
建物,自体
自体,新しい
新しい,きれい
妥当,食堂
食堂,食堂
食堂,一緒
一緒,栄養
栄養,管理
管理,調理
調理,個々
個々,メニュー
メニュー,祖母
辛い,流動食
流動食,口
頭,思い
味,祖母
祖母,居住
居住,寝たきり
寝たきり,基本的
基本的,静か
雰囲気,明るい
明るい,元気
元気,声
薄い,祖母
祖母,刺激
刺激,忙しい
忙しい,来客
来客,子供
子供,にこやか
にこやか,くだ
素晴らしい,話
話,気軽
気軽,くだ
くだ,気
気,やすい
やすい,風呂
風呂,男性
気持ち,いい
アットホーム,雰囲気
雰囲気,病院
体調,変化
祖父,入所
処置,体調
連絡,早い
早い,親族
親族,ＪＲ
ＪＲ,品川駅
品川駅,最寄り
最寄り,遠い
遠い,健康
人,にくい
にくい,駅
利用,いい
スーパー,コンビニ
図書館,品川駅
品川駅,周辺
雰囲気,静か
静か,環境
近隣,公園
公園,川
川,長い
都会,自然
緑,綺麗
綺麗,日当たり
お花見,外出
車椅子,大変
大変,他
他,参加
参加,づらい
づらい,支払い
支払い,口座
口座,引き落とし
引き落とし,便利
安い,妥当
妥当,金額
金額,評価
評価,メニュー
メニュー,栄養
栄養,バランス
バランス,健康
本人,薄味
薄味,嬉しい
挨拶,声
声,優しい
優しい,丁寧
丁寧,親切
親切,元気
丁寧,連絡
感謝,異変
異変,連絡
連絡,状況
関係,非常
連絡,自宅
自宅,遠い
遠い,周辺
周辺,スーパー
スーパー,コンビニ
コンビニ,便利
便利,自然
充実,建物
建物,建物
建物,明るい
明るい,きれい
茶色,インテリア
いい,ボランティア
ボランティア,写真
写真,本格的
行事,楽しい
楽しい,駅
駅,駅
道路,やすい
やすい,認知症
認知症,利用
利用,本人
本人,職員
連絡,細か
清潔,明るい
気持ちよい,様々
様々,行事
行事,体
健康,配慮
配慮,特別養護老人ホーム
年金,範囲
範囲,十分
十分,感謝
感謝,メニュー
メニュー,豊富
豊富,味付け
味付け,適切
明るい,親切
親切,笑顔
体調,急変
急変,サポート
サポート,体制
自宅,徒歩
徒歩,場所
明るい,挨拶
挨拶,気持ち
居室,広い
広い,なかった
なかった,清潔
清潔,プライバシー
プライバシー,確保
確保,運動会
退屈,工夫
低い,経済的
経済的,大変
大変,メニュー
メニュー,豊富
工夫,味付け
味付け,薄味
薄味,年配
親切,やさしい
やさしい,高齢者
提携,医療機関
医療機関,迅速
自宅,車
車,距離
安心感,インテリア
廊下,スペース
スペース,広め
広め,圧迫
圧迫,生活
生活,やすい
やすい,非常
非常,配慮
配慮,ボランティア
ボランティア,写真
写真,立派
本人,話
話,写真
写真,様子
本人,味付け
おやつ,献立
献立,ケアマネ
ケアマネ,非常
普通,状態
状態,ケアマネ
ケアマネ,不安
不安,状況
状況,理解
理解,プラン
プラン,最寄駅
最寄駅,遠い
立地,駅
難しい,バス停
バス停,近い
近い,通り
通り,面会
面会,非常
非常,便利
便利,場所
場所,風呂
娯楽,綺麗
綺麗,建物
利用者,やすい
やすい,お花見
お花見,話
話,楽しい
利用者,楽しみ
楽しみ,満足
満足,お正月
ボランティア,日
夜間,体制
体制,雰囲気
駅,バス
バス,便
便,バス
建物,静か
静か,敷地
コンビニ,不満
不満,人
人,移動
移動,車いす
車いす,人
建物,装飾
ドア,状態
声,他
声,人
気,立地
正直,工夫
工夫,いい
いい,祖父
利用,共同
共同,スペース
スペース,テレビ
テレビ,音
日,中
楽しい,祖父
メニュー,工夫
建物,自由
自由,いい
いい,雰囲気
皆さん,明るい
明るい,親切
バス停,建物
建物,目
目,バス
バス,本数
徒歩,立地
立地,訪問
訪問,やすい
やすい,ホーム
ホーム,コンビニ
コンビニ,道路
人,嫌
嫌,気持ち
気持ち,他
一般的,相場
相場,価格
価格,栄養
栄養,バランス
バランス,清潔
清潔,量
量,普通
普通,要望
要望,体制
体制,明るい
明るい,爽やか
爽やか,イメージ
利用,満足
満足,印象
印象,特別
印象,閑静
閑静,住宅地
住宅地,静か
静か,佇まい
佇まい,環境
新しい,設備
設備,玄関
玄関,アットホーム
アットホーム,アットホーム
清潔,病院
病院,アットホーム
いろいろ,体験
体験,プログラム
プログラム,規模
規模,小さい
高級,値段
新しい,きれい
きれい,規模
規模,小さい
小さい,心配
心配,運営
運営,おいしい
おいしい,予約
予約,体調
体調,不満
親切,アットホーム
看護師,常駐
自然,豊富
豊富,高級
高級,住宅地
住宅地,最寄駅
アクセス,悪い
規模,小さい
小さい,気
気,人
個室,広い
広い,綺麗
綺麗,高級
高級,素敵
素敵,明るい
食堂,素敵
美味しい,建物
建物,設備
設備,環境
環境,満足
高い,コンサート
コンサート,映画
映画,楽しい
楽しい,手芸
手芸,教室
教室,楽しい
月々,高い
外出,自由
自由,駅
使用,設備
設備,管理
管理,細やか
細やか,配慮
配慮,静か
静か,環境
風呂,嬉しい
嬉しい,建物
建物,外観
居室,洋室
洋室,和室
和室,内装
自分,好み
可能,自分
好み,有難い
有難い,知人
管理費,設備
お金,お金
お金,余裕
余裕,納得
納得,価格
価格,設定
設定,栄養
栄養,バランス
見た目,見た目
食欲,好み
周り,自然
自然,豊か
秋,美しい
美しい,紅葉
雰囲気,面
面,共有
共有,スペース
コミュニケーション,重要
重要,職員
職員,細か
細か,気配り
気配り,面
面,レ
レ,Creation
Creation,充実
充実,アクティビティ
年寄り,興味
紅葉狩り,夏祭り
夏祭り,季節
介護食,素晴らしい
メニュー,栄養
栄養,カロリー
カロリー,やすい
部分,メニュー
楽しみ,職員
職員,意識
意識,高い
部分,職員
職員,意識
意識,高い
高い,老人ホーム
老人ホーム,高い
高い,価値
アクセス,抜群
抜群,都会
都会,親族
親族,距離
距離,都内
老人ホーム,居室
居室,雰囲気
ヒーター,床暖房
洗濯機,設置
設置,便利
便利,ナースコール
設置,洋室
洋室,和室
希望,近い
共有,スペース
高級,ダイニング
和室,バリアフリー
バリアフリー,大浴場
十分,満足
満足,季節
季節,行事
行事,開催
さまざま,企画
自分,興味
興味,楽しい
楽しい,充実
充実,毎日
設備,内装
内装,贅沢
贅沢,作り
明るい,心
立地,妥当
妥当,金額
野菜,食材
食材,提供
十分,満足
満足,季節
館内,高級
高級,贅沢
贅沢,雰囲気
笑顔,明るい
満足,明るい
24時間,常駐
地域,医療機関
医療機関,連携
都心,近い
近い,位置
位置,緑
緑,豊か
豊か,地域
地域,多摩川
多摩川,近い
近い,良好
良好,環境
小田急線,成城学園前
成城学園前,中間
東京,インター
近い,親族
親族,友人
友人,気軽
気軽,便利
世田谷,自然
自然,豊か
豊か,場所
場所,佇まい
佇まい,閑静
閑静,住宅街
屋上,開放
花火,室内
室内,インターホン
インターホン,完全
完全,マンション
マンション,一室
一室,綺麗
綺麗,室内
室内,静か
静か,空間
空間,他
他,気兼ね
生活,見学
見学,元気
元気,案内
遠い,祖母
祖母,丁寧
丁寧,説明
遠い,印象
印象,バス
バス,友達
友達,高齢
高齢,バス
バス,おすすめ
おすすめ,居室
洗濯機,設置
設置,家具
家具,自分
自分,好み
好み,設置
設置,床暖房
床暖房,完備
IH,ヒーター
ヒーター,設置
設置,料理
料理,可能
可能,居室
居室,自分
自分,ペット
可能,魅力的
魅力的,自分
自分,趣味
趣味,クラブ活動
手芸,季節
お花見,夏祭り
夏祭り,紅葉狩り
設備,サービス
サービス,充実
充実,総合
総合,値段
値段,妥当
調理,味
味,見た目
見た目,美しい
美しい,目
明るい,気持ち
方々,充実
充実,暮らし
暮らし,表情
表情,穏やか
穏やか,印象
印象,定期的
定期的,開催
看護師,24時間
24時間,常駐
常駐,夜間
日,中
中,看護
数,他
配置,手厚い
手厚い,看護
看護,成城学園
成城学園,バス
バス,駅
駅,遠い
遠い,環境
自然,環境
居室,自体
自体,居
気持ちよい,利用
利用,綺麗
綺麗,状態
状態,基本
基本,洋室
洋室,和室
可能,居室
居室,広め
広め,トイレ
トイレ,車椅子
楽しい,レクリエーション
レクリエーション,体操
体操,散歩
散歩,訪問
洋服,ボランティア
ボランティア,歌
歌,先生
先生,歌
歌,近所
近所,子供
充実,毎日
旅行,行事
行事,お正月
お正月,クリスマス
クリスマス,運動会
運動会,夏祭り
夏祭り,職員
職員,ダンス
生活,サポート
サポート,質
質,高い
高い,相応
相応,金額
金額,料理
料理,専属
味,高齢
高齢,美味しい
美味しい,メニュー
メニュー,豊富
豊富,品数
美味しい,やすい
和食,1日
1日,メニュー
メニュー,外観
外観,高級
高級,エントランス
エントランス,広い
綺麗,玄関
花,挨拶
挨拶,声
往診,万が一
万が一,病院
病院,心配
病院,万が一
万が一,入院
入院,サポート
看護,体制
体制,夜間
夜間,看護師
駅,近い
近い,電車
電車,来訪
来訪,便利
便利,駐車場
駐車場,車
車,住宅地
住宅地,静か
個人,個人
個人,要望
職員,買い物
可能,外出
外出,送迎
遠方,定期的
定期的,連絡
きれい,車いす
車いす,移動
通路,広い
広い,個室
個室,入り口
入り口,車いす
室内,トイレ
トイレ,ドア
ドア,車いす
車いす,利用
利用,工夫
工夫,ドア
ドア,ホール
月々,状態
昼食,希望
笑顔,挨拶
挨拶,お茶
医療機関,診察
診察,必要
必要,事前
事前,丁寧
丁寧,説明
駅,場所
大通り,中
中,車
車,通り
通り,少ない
少ない,静か
静か,立地
外,外出
外出,サポート
サポート,万が一
万が一,トラブル
料金,高め
露天風呂,建物
建物,美しい
美しい,妥当
妥当,高級
高級,老人ホーム
手作り,印象
印象,清潔
嫌,顔
看護師,当たり
数,無理
サポート,医師
医師,業務
業務,形態
形態,急
急,体調
体調,診察
診察,多摩川
多摩川,東京
自然,駅
駅,徒歩圏内
徒歩圏内,アクセス
アクセス,やすい
やすい,場所
場所,高級
高級,老人ホーム
老人ホーム,通り
にこやか,設備
値段,サービス
サービス,明るい
明るい,雰囲気
雰囲気,ドア
ドア,病院
病院,個室
場所,万全
本人,すごい
すごい,車椅子
車椅子,準備
サポート,無い
無い,充実
充実,非常
非常,値段
値段,高い
高い,個人
個人,契約
契約,契約
別,要介護
要介護,身内
身内,使用
使用,残念
残念,本人
本人,満足
満足,健康
健康,献立
献立,感謝
感謝,清潔
清潔,目
目,印象
印象,目
目,印象
印象,便利
周囲,記憶
最後,丁寧
丁寧,手厚い
手厚い,サポート
サポート,感謝
皆さん,親切
クリニック,建物
共同,不便
お世話,父
父,居心地
散歩,満足
満足,長い
長い,お世話
お世話,厳しい
年金,長い
長い,足
きれい,自分
自分,身の回り
不自由,様子
声,家
暖かい,気持ち
気持ち,お世話
体制,父
父,認知症
認知症,体
体,不自由
お世話,なかった
なかった,自宅
自宅,車
車,不便
明るい,解放
解放,印象
印象,本人
本人,満足
雰囲気,寂しい
感,他
嬉しい,本人
元気,非常
非常,印象
印象,モノレール
モノレール,駅
駅,交通
交通,便
人,不便
不便,利用
利用,次
ロビー,天井
天井,高い
高い,明るい
明るい,光
光,雰囲気
高級,老人ホーム
老人ホーム,豪華
他,共有
共有,スペース
スペース,ダイニング
ダイニング,快適
快適,空間
空間,ダイニング
ダイニング,外
テラス,人気
人気,露天風呂
露天風呂,温泉
温泉,気分
気分,居室
居室,室
室,個室
個室,トイレ
トイレ,洗面
洗面,広い
広い,自分
自分,家具
家具,好み
踊り,歌
陶芸,興味
興味,盛りだくさん
盛りだくさん,用意
用意,季節
季節,遠足
遠足,旅行
見学,有料老人ホーム
有料老人ホーム,高級
内容,充実
充実,露天風呂
露天風呂,設置
設置,確か
確か,素晴らしい
素晴らしい,料金
料金,気軽
気軽,利用
手作り,栄養
栄養,バランス
バランス,カロリー
カロリー,配慮
配慮,季節
季節,素材
素材,幅広い
幅広い,利用
利用,変化
変化,メニュー
メニュー,用意
用意,和食
和食,洋食
献立,誕生日
誕生日,特別
特別,メニュー
メニュー,提供
提供,大型
大型,タイプ
タイプ,老人ホーム
アットホーム,雰囲気
人数,多め
お仕事,内科
内科,外科
外科,リハビリ
リハビリ,歯科
非常,手厚い
期待,体制
体制,敷地
敷地,クリニック
クリニック,併設
健康,管理
管理,通院
通院,非常
非常,便利
徒歩,アクセス
面会,非常
非常,楽
楽,自然
自然,豊か
エリア,静か
静か,生活環境
生活環境,新しい
新しい,ホーム
ホーム,広い
広い,解放
テラス,天気
天気,いい
リーズナブル,値段
値段,ほしい
人,大切
大切,雰囲気
明るい,会話
会話,印象的
印象的,体験
すごい,遠い
遠い,車
車,お迎え
お迎え,体験
車,遠い
遠い,お迎え
お迎え,必要
必要,担当
担当,印象的
印象的,JR
JR,駅
駅,場所
場所,土地
モノレール,距離
新しい,清潔感
清潔感,理学療法士
理学療法士,常駐
常駐,個人的
個人的,プログラム
プログラム,運動
運動,運動
評価,月々
確認,遠方
様子,確認
確認,楽しい
楽しい,月々
参加,笑顔
笑顔,写真
写真,基本的
基本的,月額
出費,遠方
遠方,外出
外出,付き添い
付き添い,出費
お世話,お願い
満足,毎日
毎日,おやつ
明るい,若い
認知症,話
義母,話
様子,ありがたい
ありがたい,要介護
要介護,高い
高い,サロン
サロン,にぎやか
医療,体制
管理,不安
要介護,要介護
アクセス,いい
いい,皆さん
皆さん,応対
応対,丁寧
丁寧,親切
建物,新しい
新しい,共有
共有,スペース
スペース,きれい
きれい,川
川,景色
設備,妥当
妥当,料理
料理,栄養
栄養,バランス
楽しい,明るい
明るい,雰囲気
日,中
中,看護師
看護師,常駐
足,悪い
悪い,リハビリ
いい,最寄り
最寄り,駅
駅,大阪
アクセス,いい
見学,清潔
清潔,新しい
生活,行事
行事,計画
計画,説明
説明,運営
運営,見学
月,簡単
簡単,負担
負担,額
試食,運営
運営,生活
生活,説明
説明,女性
詳しい,説明
不明,心配
心配,マンション
マンション,説明
詳しい,話
話,あと
高級,マンション
完全,個室
個室,プライバシー
プライバシー,確保
確保,居室
居室,白
白,茶色
おしゃれ,内装
内装,設備
設備,清潔
回り,清掃
設備,手
手,にくい
にくい,月々
平均,高い
他,水準
手頃,温かい
温かい,冷たい
冷たい,冷たい
おいしい,月々
月々,食費
食費,内容
内容,十分
十分,満足
カフェ,スペース
スペース,テラス
テラス,交流
交流,場所
満足,さまざま
さまざま,リハビリ
常駐,理学療法士
移動,居室
機能,訓練
徒歩,大型
大型,ショッピングセンター
ショッピングセンター,便利
便利,環境
環境,お見舞い
お見舞い,車
親切,明るい
明るい,開放
開放,高級
エントランス,外観
高い,月額
見た目,美しい
美しい,味
味,美味しい
美味しい,高齢者
マナー,素晴らしい
素晴らしい,笑顔
丁寧,説明
説明,大変
大変,好感
好感,認知症
リハビリ,力
力,様子
印象,駅
駅,程よい
程よい,距離
距離,周辺
周辺,病院
病院,スーパー
スーパー,便利
便利,母
母,一緒に
一緒に,見学
見学,大手
ワタミ,経営
経営,ホーム
ホーム,新しい
新しい,きれいな
きれいな,建物
建物,自宅
自宅,近い
近い,訪問
訪問,便利
便利,外観
外観,マンション
マンション,造り
ホーム,本格的
本格的,カフェ
生活,料理
料理,力
力,母
条件,母
味,一人暮らし
一人暮らし,食材
食材,調理
調理,品数
野菜,嬉しい
父,健康
健康,ホーム
ホーム,見学
見学,自宅
自宅,近い
周り,都会
都会,おしゃれ
緑,閑静
閑静,住宅街
住宅街,ホーム
ホーム,一見
一見,マンション
マンション,居室
居室,広い
広い,家具
家具,きれいな
きれいな,印象
ワタミ,経営
経営,ワタミ
ワタミ,カフェ
カフェ,おしゃれ
おしゃれ,カフェ
カフェ,ワタミ
ワタミ,経営
経営,料理
料理,素材
素材,力
メニュー,バリエーション
バリエーション,豊富
素材,使用
使用,特別
特別,メニュー
メニュー,ゴージャス
ゴージャス,高級
雰囲気,空間
ホーム,独特
有名,ワタミ
ワタミ,運営
運営,ホーム
大変,こだわり
こだわり,大変
すごい,印象
印象,おやつ
おやつ,試食
手作り,味
大変,美味しい
美味しい,見た目
見た目,店
満足,見学
定員,気
少ない,アクティビティ
アクティビティ,内容
内容,ホーム
ホーム,サービス
サービス,内容
内容,気
気,リハビリ
ホーム,大変
リハビリ,理学療法士
理学療法士,常駐
常駐,無料
無料,リハビリ
リハビリ,すごい
すごい,メリット
メリット,看護師
看護師,常駐
常駐,安心感
安心感,閑静
閑静,住宅街
住宅街,周辺
周辺,環境
環境,静か
ホーム,場所
場所,づらい
づらい,道
